Sector,Subsector,Region,Market,Report_Year,Report_Half,H1_Low,H1_High,H2_Low,H2_High,H1_Alt_Low,H1_Alt_High,H2_Alt_Low,H2_Alt_High
Retail,,South West,Austin,2021,2,6.0,6.5,,,5.5,6.0,,
Retail,,East Midwest,Boston,2021,2,5.75,6.75,,,5.5,6.5,,
Retail,,S. FL: West Palm Beach 5% - 5.25% 5% - 5.5%,Charlotte,2021,2,5.6,6.25,,,5.0,5.75,,
Retail,,East Midwest,Chicago,2021,2,6.0,7.0,,,5.5,6.5,,
Retail,,East Midwest,Cincinnati,2021,2,6.5,7.0,,,6.5,7.5,,
Retail,,East Midwest,Cleveland,2021,2,6.5,7.0,,,6.25,6.75,,
Retail,,East Midwest,Columbus,2021,2,6.5,7.0,,,6.25,7.0,,
Retail,,South West,Dallas/Fort Worth,2021,2,5.0,6.5,,,5.0,6.25,,
Retail,,South West,Denver,2021,2,5.0,5.5,,,5.0,5.5,,
Retail,,East Midwest,Detroit,2021,2,7.0,8.0,,,6.5,7.5,,
Retail,,South West,Houston,2021,2,5.25,5.75,,,5.0,5.5,,
Retail,,East Midwest,Indianapolis,2021,2,6.5,7.25,,,6.25,7.0,,
Retail,,South West,Jacksonville,2021,2,5.25,6.0,,,4.5,5.5,,
Retail,,East Midwest,Kansas City,2021,2,6.5,7.0,,,6.25,7.0,,
Retail,,South West,Las Vegas,2021,2,6.0,7.0,,,5.75,6.75,,
Retail,,South West,Memphis,2021,2,6.0,7.0,,,5.75,6.75,,
Retail,,East Midwest,Minneapolis/St Paul,2021,2,6.0,7.0,,,5.5,6.5,,
Retail,,South West,Nashville,2021,2,6.0,7.0,,,5.0,6.0,,
Retail,,South West,Orlando,2021,2,5.0,5.75,,,4.5,5.5,,
Retail,,East Midwest,Philadelphia,2021,2,6.0,7.25,,,6.0,7.0,,
Retail,,South West,Phoenix,2021,2,5.75,6.5,,,5.5,6.5,,
Retail,,East Midwest,Pittsburgh,2021,2,7.0,8.0,,,7.0,8.0,,
Retail,,South West,Portland,2021,2,5.0,6.0,,,4.75,6.0,,
Retail,,East Midwest,Raleigh-Durham,2021,2,5.6,6.25,,,5.0,5.75,,
Retail,,S. FL: West Palm Beach 5% - 5.25% 5% - 5.5%,Sacramento,2021,2,6.5,7.0,,,6.0,6.5,,
Retail,,S. FL: West Palm Beach 5% - 5.25% 5% - 5.5%,Salt Lake City,2021,2,5.5,6.25,,,5.0,6.25,,
Retail,,S. FL: West Palm Beach 5% - 5.25% 5% - 5.5%,San Antonio,2021,2,6.75,7.25,,,6.0,7.0,,
Retail,,S. FL: West Palm Beach 5% - 5.25% 5% - 5.5%,Seattle,2021,2,5.0,6.0,,,5.0,6.0,,
Retail,,East Midwest,St Louis,2021,2,6.5,7.25,,,6.5,7.5,,
Retail,,S. FL: West Palm Beach 5% - 5.25% 5% - 5.5%,Tampa,2021,2,4.5,6.0,,,4.5,5.5,,
Hotel,Hotel - Luxury,,Atlanta,2022,1,6.0,6.75,,,7.5,8.5,,
Hotel,Hotel - Luxury,,Austin,2022,1,6.0,7.5,,,6.5,7.75,,
Hotel,Hotel - Luxury,,Chicago,2022,1,6.0,7.0,,,8.0,9.0,,
Hotel,Hotel - Luxury,,Columbus,2022,1,7.5,8.5,,,7.5,8.5,,
Hotel,Hotel - Luxury,,Dallas,2022,1,6.75,8.25,,,6.5,8.0,,
Hotel,Hotel - Luxury,,Denver,2022,1,6.25,6.75,,,7.5,8.0,,
Hotel,Hotel - Luxury,,Las Vegas,2022,1,7.0,8.0,,,7.5,8.5,,
Hotel,Hotel - Luxury,,Los Angeles,2022,1,4.75,6.75,,,6.0,7.5,,
Hotel,Hotel - Luxury,,New Orleans,2022,1,7.0,8.5,,,6.75,8.0,,
Hotel,Hotel - Luxury,,New York City,2022,1,4.0,6.0,,,4.5,6.0,,
Hotel,Hotel - Luxury,,Orlando,2022,1,6.0,7.0,,,6.75,7.75,,
Hotel,Hotel - Luxury,,Philadelphia,2022,1,6.5,8.0,,,7.0,9.0,,
Hotel,Hotel - Luxury,,Phoenix,2022,1,6.0,7.25,,,6.5,7.5,,
Hotel,Hotel - Luxury,,Sacramento,2022,1,5.0,6.5,,,6.5,8.0,,
Hotel,Hotel - Luxury,,San Antonio,2022,1,6.75,8.25,,,7.25,8.75,,
Hotel,Hotel - Luxury,,Seattle,2022,1,6.0,7.0,,,5.5,7.0,,
Industrial,,South West,Atlanta,2022,1,3.25,3.75,,,3.5,4.0,,
Industrial,,South West,Austin,2022,1,3.0,3.75,,,3.5,4.5,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Baltimore,2022,1,3.75,4.25,,,3.75,4.25,,
Industrial,,South West,Boise,2022,1,4.0,4.5,,,4.25,4.75,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Boston,2022,1,3.0,3.5,,,3.25,3.5,,
Industrial,,South West,Charlotte,2022,1,3.5,4.0,,,3.75,4.25,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Chicago,2022,1,3.75,4.0,,,3.75,4.5,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Cincinnati,2022,1,4.0,4.25,,,4.0,4.5,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Cleveland,2022,1,5.5,5.75,,,5.0,5.5,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Columbus,2022,1,3.75,4.0,,,4.0,4.5,,
Industrial,,South West,Dallas,2022,1,3.25,3.75,,,3.25,3.75,,
Industrial,,South West,Denver,2022,1,3.75,4.5,,,3.5,4.5,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Detroit,2022,1,5.0,5.5,,,5.0,5.5,,
Industrial,,South West,El Paso,2022,1,4.75,5.25,,,4.75,5.5,,
Industrial,,South West,Houston,2022,1,3.75,4.25,,,4.0,4.5,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Indianapolis,2022,1,4.0,4.25,,,4.25,4.75,,
Industrial,,South West,Inland Empire,2022,1,2.5,3.0,,,3.25,3.75,,
Industrial,,South West,Jacksonville,2022,1,4.0,4.5,,,4.25,4.75,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Kansas City,2022,1,4.75,5.0,,,4.5,4.75,,
Industrial,,South West,Los Angeles,2022,1,2.5,3.0,,,3.0,3.5,,
Industrial,,South West,Louisville,2022,1,4.0,4.5,,,4.0,4.5,,
Industrial,,South West,Memphis,2022,1,4.0,4.5,,,4.25,4.75,,
Industrial,,South West,Miami,2022,1,3.25,3.5,,,3.5,3.75,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Minneapolis,2022,1,4.25,4.5,,,4.5,5.0,,
Industrial,,South West,Nashville,2022,1,3.75,4.25,,,4.0,4.5,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Northern New Jersey,2022,1,2.75,3.0,,,3.25,3.5,,
Industrial,,South West,Oakland,2022,1,2.75,3.5,,,3.0,3.75,,
Industrial,,South West,Orange County,2022,1,2.5,3.0,,,3.0,3.5,,
Industrial,,South West,Orlando,2022,1,3.75,4.0,,,3.75,4.0,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Philadelphia,2022,1,3.0,3.5,,,3.75,4.25,,
Industrial,,South West,Phoenix,2022,1,3.0,3.5,,,3.5,4.0,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,Pittsburgh,2022,1,4.0,4.25,,,4.25,5.25,,
Industrial,,South West,Portland,2022,1,3.5,4.0,,,3.5,4.25,,
Industrial,,South West,Reno,2022,1,3.5,4.25,,,3.75,4.25,,
Industrial,,South West,Sacramento,2022,1,3.5,4.25,,,3.75,4.5,,
Industrial,,South West,Salt Lake City,2022,1,3.5,4.0,,,3.5,4.0,,
Industrial,,South West,San Antonio,2022,1,3.5,4.5,,,4.0,4.75,,
Industrial,,South West,San Diego,2022,1,3.0,3.5,,,3.25,3.75,,
Industrial,,South West,San Jose,2022,1,2.75,3.5,,,3.0,3.75,,
Industrial,,South West,Savannah,2022,1,3.75,4.25,,,4.0,4.5,,
Industrial,,South West,Seattle,2022,1,3.0,3.5,,,3.25,4.0,,
Industrial,,Northern New Jersey 2.75% - 3% 3.25% - 3.5% - -,St Louis,2022,1,5.0,5.25,,,4.75,5.25,,
Industrial,,South West,Tampa,2022,1,3.75,4.25,,,3.75,4.25,,
Multifamily,Class A,South West,Albuquerque,2022,1,4.25,4.75,,,4.5,4.75,,
Multifamily,Class A,South West,Atlanta,2022,1,3.5,4.0,,,3.75,4.5,,
Multifamily,Class A,South West,Austin,2022,1,3.0,3.75,,,3.25,3.75,,
Multifamily,Class A,East Midwest,Baltimore,2022,1,4.0,4.5,,,4.25,4.5,,
Multifamily,Class A,South West,Boise,2022,1,3.25,3.75,,,4.75,5.25,,
Multifamily,Class A,East Midwest,Boston,2022,1,3.25,3.5,,,3.5,4.0,,
Multifamily,Class A,South West,Charlotte,2022,1,3.25,3.5,,,3.5,3.75,,
Multifamily,Class A,East Midwest,Chicago,2022,1,4.0,4.5,,,4.25,4.75,,
Multifamily,Class A,East Midwest,Cincinnati,2022,1,4.0,4.5,,,4.25,4.75,,
Multifamily,Class A,East Midwest,Columbus,2022,1,4.5,5.0,,,4.5,4.75,,
Multifamily,Class A,South West,Dallas,2022,1,3.0,4.0,,,3.25,3.75,,
Multifamily,Class A,South West,Denver,2022,1,3.25,3.75,,,3.5,4.0,,
Multifamily,Class A,East Midwest,Detroit,2022,1,4.25,5.0,,,4.75,5.5,,
Multifamily,Class A,South West,Fort Lauderdale,2022,1,4.0,4.25,,,4.0,4.25,,
Multifamily,Class A,South West,Houston,2022,1,3.75,4.25,,,3.5,4.0,,
Multifamily,Class A,South West,Jacksonville,2022,1,3.75,4.5,,,4.0,4.5,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.75% - 5.25%,Kansas City,2022,1,4.0,4.5,,,4.5,4.75,,
Multifamily,Class A,South West,Las Vegas,2022,1,3.25,3.5,,,3.5,3.75,,
Multifamily,Class A,South West,Los Angeles,2022,1,3.5,4.25,,,3.0,3.5,,
Multifamily,Class A,South West,Miami,2022,1,3.75,4.25,,,3.75,4.25,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.75% - 5.25%,Milwaukee,2022,1,4.5,5.0,,,4.5,5.25,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.75% - 5.25%,Minneapolis,2022,1,4.0,4.5,,,4.5,4.75,,
Multifamily,Class A,South West,Nashville,2022,1,3.5,4.0,,,3.0,3.5,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.5% - 5%,New York City,2022,1,4.0,4.75,,,4.0,4.75,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.75% - 5.25%,Northern New Jersey,2022,1,4.0,4.5,,,4.0,4.75,,
Multifamily,Class A,South West,Orange County,2022,1,3.5,3.75,,,3.0,3.75,,
Multifamily,Class A,South West,Orlando,2022,1,3.25,4.25,,,3.5,4.5,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.75% - 5.25%,Philadelphia,2022,1,4.5,5.0,,,4.75,5.25,,
Multifamily,Class A,South West,Phoenix,2022,1,3.0,3.5,,,3.0,3.5,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.75% - 5.25%,Pittsburgh,2022,1,4.25,5.0,,,4.75,5.25,,
Multifamily,Class A,South West,Portland,2022,1,3.75,4.0,,,4.0,5.0,,
Multifamily,Class A,South West,Raleigh-Durham,2022,1,3.25,3.5,,,3.5,3.75,,
Multifamily,Class A,South West,Salt Lake City,2022,1,3.0,3.25,,,3.25,3.75,,
Multifamily,Class A,South West,San Diego,2022,1,3.75,4.25,,,3.75,4.25,,
Multifamily,Class A,South West,San Francisco,2022,1,3.5,4.0,,,3.5,4.0,,
Multifamily,Class A,South West,San Jose,2022,1,3.5,4.0,,,3.75,4.25,,
Multifamily,Class A,West Palm Beach 3.75% - 4.5% 4.25% - 4.75% 4.5% - 5% 5% - 5.5%,Seattle,2022,1,3.75,4.0,,,4.0,4.25,,
Multifamily,Class A,Northern New Jersey 4% - 4.5% 4% - 4.75% 4.5% - 5% 4.5% - 5%,St Louis,2022,1,4.0,5.25,,,4.5,5.25,,
Multifamily,Class A,East Midwest,Stamford,2022,1,4.25,4.75,,,4.5,5.0,,
Multifamily,Class A,West Palm Beach 3.75% - 4.5% 4.25% - 4.75% 4.5% - 5% 5% - 5.5%,West Palm Beach,2022,1,3.75,4.5,,,4.25,4.75,,
Office,Class A,South West,Albuquerque,2022,1,6.5,8.5,,,7.5,8.25,,
Office,Class A,South West,Atlanta,2022,1,5.5,6.25,,,6.0,7.0,,
Office,Class A,South West,Austin,2022,1,5.0,5.75,,,5.25,6.0,,
Office,Class A,East Midwest,Baltimore,2022,1,7.25,8.0,,,8.5,9.5,,
Office,Class A,East Midwest,Boston,2022,1,6.0,7.0,,,5.25,5.75,,
Office,Class A,South West,Charlotte,2022,1,5.5,6.25,,,5.75,6.5,,
Office,Class A,East Midwest,Chicago,2022,1,7.25,8.25,,,7.5,8.5,,
Office,Class A,South West,Dallas,2022,1,5.75,6.5,,,5.75,6.75,,
Office,Class A,South West,Denver,2022,1,6.75,7.25,,,6.75,7.25,,
Office,Class A,Northern New Jersey - 7.25% - 8% - 7.5% - 8%,Detroit,2022,1,8.25,9.5,,,8.5,9.5,,
Office,Class A,South West,Honolulu,2022,1,7.5,7.75,,,8.0,8.5,,
Office,Class A,South West,Houston,2022,1,7.25,7.75,,,6.5,7.25,,
Office,Class A,South West,Inland Empire,2022,1,6.0,7.0,,,8.0,9.0,,
Office,Class A,South West,Jacksonville,2022,1,6.25,7.0,,,6.5,6.75,,
Office,Class A,Northern New Jersey - 7.25% - 8% - 7.5% - 8%,Kansas City,2022,1,6.75,7.25,,,6.75,7.25,,
Office,Class A,South West,Las Vegas,2022,1,5.75,6.75,,,6.0,7.0,,
Office,Class A,South West,Los Angeles,2022,1,5.0,6.0,,,5.0,5.75,,
Office,Class A,South West,Memphis,2022,1,8.0,8.5,,,9.0,10.0,,
Office,Class A,South West,Miami,2022,1,5.75,7.5,,,5.75,6.5,,
Office,Class A,Northern New Jersey - 7.25% - 8% - 7.5% - 8%,Minneapolis,2022,1,6.75,7.75,,,7.0,8.0,,
Office,Class A,South West,Nashville,2022,1,7.0,7.5,,,6.5,7.5,,
Office,Class A,East Midwest,New York City,2022,1,4.5,4.75,,,5.0,5.25,,
Office,Class A,South West,Oakland,2022,1,5.5,6.0,,,6.0,7.0,,
Office,Class A,South West,Orange County,2022,1,5.5,6.5,,,5.5,6.5,,
Office,Class A,South West,Orlando,2022,1,6.75,7.25,,,8.0,9.0,,
Office,Class A,Northern New Jersey - 7.25% - 8% - 7.5% - 8%,Philadelphia,2022,1,6.75,7.5,,,7.0,7.75,,
Office,Class A,South West,Phoenix,2022,1,5.75,6.75,,,5.75,7.0,,
Office,Class A,Northern New Jersey - 7.25% - 8% - 7.5% - 8%,Pittsburgh,2022,1,7.75,8.5,,,8.0,8.75,,
Office,Class A,South West,Portland,2022,1,5.75,6.5,,,6.0,6.5,,
Office,Class A,South West,Raleigh-Durham,2022,1,5.25,6.0,,,5.0,6.0,,
Office,Class A,South West,Richmond,2022,1,6.0,7.5,,,6.5,7.75,,
Office,Class A,South West,Sacramento,2022,1,6.5,7.0,,,6.5,7.0,,
Office,Class A,South West,Salt Lake City,2022,1,6.25,7.0,,,6.75,7.25,,
Office,Class A,South West,San Antonio,2022,1,6.25,7.0,,,6.5,7.0,,
Office,Class A,South West,San Diego,2022,1,5.75,6.25,,,5.75,6.25,,
Office,Class A,South West,San Francisco,2022,1,4.75,5.0,,,4.75,5.5,,
Office,Class A,South West,San Jose,2022,1,4.5,5.5,,,5.0,6.0,,
Office,Class A,South West,Seattle,2022,1,5.25,6.0,,,5.5,6.25,,
Office,Class A,Northern New Jersey - 7.25% - 8% - 7.5% - 8%,St Louis,2022,1,7.5,8.25,,,7.75,8.25,,
Office,Class A,Northern New Jersey - 7.25% - 8% - 7.5% - 8%,Stamford,2022,1,7.0,7.5,,,8.0,8.5,,
Office,Class A,South West,Tampa,2022,1,7.0,7.75,,,7.0,7.75,,
Retail,,South West,Albuquerque,2022,1,6.5,7.5,,,6.75,7.25,,
Retail,,South West,Atlanta,2022,1,5.0,5.75,,,5.0,6.0,,
Retail,,South West,Austin,2022,1,5.5,6.0,,,5.25,6.0,,
Retail,,East Midwest,Boston,2022,1,5.5,6.5,,,5.5,6.5,,
Retail,,West Palm Beach 5% - 5.5% 4.5% - 5.5%,Charlotte,2022,1,5.0,5.75,,,5.0,5.75,,
Retail,,East Midwest,Chicago,2022,1,5.5,6.5,,,5.5,6.25,,
Retail,,East Midwest,Cincinnati,2022,1,6.5,7.5,,,6.25,7.25,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Cleveland,2022,1,6.25,6.75,,,6.25,7.25,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Columbus,2022,1,6.25,7.0,,,6.0,7.0,,
Retail,,South West,Denver,2022,1,5.0,5.5,,,5.0,5.5,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Detroit,2022,1,6.5,7.5,,,6.25,7.25,,
Retail,,South West,Fort Lauderdale,2022,1,5.0,5.75,,,4.5,5.5,,
Retail,,South West,Houston,2022,1,5.0,5.5,,,5.25,5.75,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Indianapolis,2022,1,6.25,7.0,,,6.0,7.0,,
Retail,,South West,Inland Empire,2022,1,4.0,4.5,,,5.0,5.5,,
Retail,,South West,Jacksonville,2022,1,4.5,5.5,,,4.5,5.5,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Kansas City,2022,1,6.25,7.0,,,6.0,7.0,,
Retail,,South West,Las Vegas,2022,1,5.75,6.75,,,5.5,6.0,,
Retail,,South West,Los Angeles,2022,1,4.5,5.5,,,4.0,6.0,,
Retail,,South West,Miami,2022,1,4.5,5.5,,,4.5,5.5,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Minneapolis,2022,1,5.5,6.5,,,5.5,6.5,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Northern New Jersey,2022,1,5.0,5.5,,,5.0,5.5,,
Retail,,South West,Orlando,2022,1,4.5,5.5,,,4.5,5.5,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Philadelphia,2022,1,6.0,7.0,,,6.0,7.25,,
Retail,,South West,Phoenix,2022,1,5.5,6.5,,,5.75,6.25,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,Pittsburgh,2022,1,7.0,8.0,,,7.5,8.5,,
Retail,,South West,Salt Lake City,2022,1,5.0,6.25,,,5.25,6.0,,
Retail,,West Palm Beach 5% - 5.5% 4.5% - 5.5%,San Antonio,2022,1,6.0,7.0,,,6.0,7.0,,
Retail,,West Palm Beach 5% - 5.5% 4.5% - 5.5%,Seattle,2022,1,5.0,6.0,,,5.0,6.25,,
Retail,,Northern New Jersey 5% - 5.5% 5% - 5.5%,St Louis,2022,1,6.5,7.5,,,6.25,7.25,,
Retail,,East Midwest,Stamford,2022,1,5.0,5.5,,,5.0,5.5,,
Retail,,West Palm Beach 5% - 5.5% 4.5% - 5.5%,Tampa,2022,1,4.5,5.5,,,4.5,5.5,,
Retail,,West Palm Beach 5% - 5.5% 4.5% - 5.5%,West Palm Beach,2022,1,5.0,5.5,,,4.5,5.5,,
Hotel,Hotel - City Center,,Atlanta,2022,2,6.5,7.5,,,7.5,8.5,,
Hotel,Hotel - City Center,,Austin,2022,2,6.25,7.75,,,6.75,8.0,,
Hotel,Hotel - City Center,,Boston,2022,2,5.75,9.0,,,5.5,8.5,,
Hotel,Hotel - City Center,,Charlotte,2022,2,5.0,7.0,,,5.0,7.0,,
Hotel,Hotel - City Center,,Chicago,2022,2,6.0,8.0,,,8.0,9.0,,
Hotel,Hotel - City Center,,Columbus,2022,2,7.25,8.25,,,8.0,8.75,,
Hotel,Hotel - City Center,,Dallas,2022,2,6.75,8.25,,,7.0,8.5,,
Hotel,Hotel - City Center,,Denver,2022,2,5.75,6.5,,,7.5,8.25,,
Hotel,Hotel - City Center,,Detroit,2022,2,7.0,8.5,,,7.5,9.0,,
Hotel,Hotel - City Center,,Houston,2022,2,7.0,8.5,,,7.25,8.75,,
Hotel,Hotel - City Center,,Las Vegas,2022,2,7.0,7.5,,,7.5,8.0,,
Hotel,Hotel - City Center,,Los Angeles,2022,2,4.5,6.0,,,6.25,7.5,,
Hotel,Hotel - City Center,,Miami,2022,2,5.5,7.0,,,6.5,7.5,,
Hotel,Hotel - City Center,,New Orleans,2022,2,7.25,8.75,,,7.25,8.75,,
Hotel,Hotel - City Center,,New York City,2022,2,4.5,7.5,,,5.0,9.0,,
Hotel,Hotel - City Center,,Orange County,2022,2,4.75,6.0,,,6.0,7.5,,
Hotel,Hotel - City Center,,Orlando,2022,2,6.0,7.0,,,7.0,7.75,,
Hotel,Hotel - City Center,,Philadelphia,2022,2,6.5,7.5,,,6.5,8.5,,
Hotel,Hotel - City Center,,Phoenix,2022,2,6.5,8.0,,,6.0,7.5,,
Hotel,Hotel - City Center,,Sacramento,2022,2,5.0,7.0,,,6.75,8.5,,
Hotel,Hotel - City Center,,San Antonio,2022,2,7.0,8.5,,,7.0,8.5,,
Hotel,Hotel - City Center,,San Diego,2022,2,5.0,6.75,,,6.0,7.75,,
Hotel,Hotel - City Center,,San Francisco,2022,2,5.0,5.5,,,5.0,6.0,,
Hotel,Hotel - City Center,,Seattle,2022,2,6.5,7.5,,,6.0,6.5,,
Industrial,,East Midwest,Allentown,2022,2,3.75,4.5,,,4.5,5.5,,
Industrial,,South West Class A Stabilized Class A Value-add,Atlanta,2022,2,3.5,4.0,,,4.75,5.25,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Austin,2022,2,3.5,4.5,,,4.75,5.75,,
Industrial,,South West Class A Stabilized Class A Value-add,Boise,2022,2,4.0,4.5,,,5.0,5.75,,
Industrial,,East Midwest,Boston,2022,2,3.25,3.5,,,4.5,5.5,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Central Valley,2022,2,3.5,4.25,,,5.0,5.75,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Charleston,2022,2,4.25,4.5,,,5.25,5.75,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Charlotte,2022,2,3.75,4.25,,,5.25,5.75,,
Industrial,,East Midwest,Chicago,2022,2,3.75,4.5,,,5.25,5.75,,
Industrial,,East Midwest,Cincinnati,2022,2,4.0,4.5,,,5.5,6.0,,
Industrial,,East Midwest,Cleveland,2022,2,5.0,5.5,,,6.25,6.75,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Columbus,2022,2,4.0,4.5,,,5.5,6.0,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Dallas,2022,2,3.25,3.75,,,4.75,5.75,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Denver,2022,2,3.5,4.5,,,4.75,5.5,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Detroit,2022,2,5.0,5.5,,,6.25,6.75,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,El Paso,2022,2,4.75,5.5,,,5.25,6.0,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Honolulu,2022,2,4.25,4.75,,,5.0,5.75,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Houston,2022,2,4.0,4.5,,,4.75,5.75,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Indianapolis,2022,2,4.25,4.75,,,5.5,6.0,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Jacksonville,2022,2,4.25,4.75,,,5.25,5.75,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Kansas City,2022,2,4.5,4.75,,,5.75,6.25,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Las Vegas,2022,2,3.25,4.0,,,4.5,5.25,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Louisville,2022,2,4.0,4.5,,,5.5,6.0,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Memphis,2022,2,4.25,4.75,,,5.75,6.25,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Miami,2022,2,3.5,3.75,,,4.25,4.75,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Milwaukee,2022,2,4.5,4.75,,,6.0,6.5,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Minneapolis,2022,2,4.5,5.0,,,5.5,6.0,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Nashville,2022,2,4.0,4.5,,,5.0,5.5,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Norfolk,2022,2,4.0,5.0,,,5.0,5.5,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Northern New Jersey,2022,2,3.25,3.5,,,4.0,4.5,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Oakland,2022,2,3.0,3.75,,,4.25,5.0,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Oklahoma City,2022,2,5.0,6.0,,,5.75,6.75,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Omaha,2022,2,5.0,7.0,,,4.0,6.0,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Orlando,2022,2,3.75,4.0,,,5.0,5.5,,
Industrial,,Northern New Jersey 3.25% - 3.5% 4% - 4.5% 3.75% - 4.25% 4.75% - 5.5%,Philadelphia,2022,2,3.75,4.25,,,4.5,5.5,,
Industrial,,Central Valley 3.5% - 4.25% 5% - 5.75% 4.75% - 5.75% 5.5% - 6.25%,Phoenix,2022,2,3.5,4.0,,,4.75,5.5,,
