Sector,Subsector,Region,Market,Report_Year,Report_Half,H1_Low,H1_High,H2_Low,H2_High,H1_Alt_Low,H1_Alt_High,H2_Alt_Low,H2_Alt_High
Multifamily,Class A,South,Orange County,2023,1,4.0,4.75,,,4.25,4.75,,
Multifamily,Class A,South,Orlando,2023,1,4.25,5.0,,,4.75,5.25,,
Multifamily,Class A,Northern New Jersey 4.25% - 5% 4.5% - 5.25% 4.5% - 5.25% 5% - 5.5%,Philadelphia,2023,1,4.75,5.25,,,5.0,5.5,,
Multifamily,Class A,South,Phoenix,2023,1,5.0,5.25,,,4.75,5.25,,
Multifamily,Class A,South,Portland,2023,1,4.5,5.0,,,4.75,5.25,,
Multifamily,Class A,South,Raleigh-Durham,2023,1,4.25,4.75,,,4.25,5.0,,
Multifamily,Class A,South,Richmond,2023,1,4.75,5.5,,,5.25,5.75,,
Multifamily,Class A,South,Salt Lake City,2023,1,4.75,5.25,,,5.0,5.75,,
Multifamily,Class A,South,San Antonio,2023,1,4.0,4.5,,,4.0,4.75,,
Multifamily,Class A,South,San Diego,2023,1,4.0,4.5,,,4.5,4.75,,
Multifamily,Class A,South,San Francisco,2023,1,4.5,5.5,,,4.5,5.5,,
Multifamily,Class A,West Palm Beach - 4% - 4.75% - 4.25% - 5%,San Jose,2023,1,4.25,4.75,,,4.75,5.25,,
Multifamily,Class A,West Palm Beach - 4% - 4.75% - 4.25% - 5%,Seattle,2023,1,4.5,5.0,,,4.75,5.25,,
Multifamily,Class A,Northern New Jersey 4.25% - 5% 4.5% - 5.25% 4.5% - 5.25% 5% - 5.5%,St Louis,2023,1,4.75,5.5,,,4.75,5.5,,
Multifamily,Class A,Northern New Jersey 4.25% - 5% 4.5% - 5.25% 4.5% - 5.25% 5% - 5.5%,Stamford,2023,1,5.0,5.75,,,5.5,6.0,,
Multifamily,Class A,South,Tampa,2023,1,4.5,5.0,,,4.75,5.5,,
Multifamily,Class A,West Palm Beach - 4% - 4.75% - 4.25% - 5%,Tucson,2023,1,4.25,4.5,,,5.25,5.5,,
Multifamily,Class A,South,Tulsa,2023,1,5.25,6.0,,,5.25,6.0,,
Office,Class A,South West Office Suburban,Albuquerque,2023,1,7.75,8.5,,,7.75,8.0,,
Office,Class A,South West Office Suburban,Atlanta,2023,1,6.5,7.5,,,7.0,8.0,,
Office,Class A,South West Office Suburban,Austin,2023,1,6.0,7.0,,,6.5,8.0,,
Office,Class A,East Midwest,Baltimore,2023,1,7.75,8.5,,,8.25,8.75,,
Office,Class A,East Midwest,Boston,2023,1,6.0,6.5,,,9.0,10.0,,
Office,Class A,South West Office Suburban,Charlotte,2023,1,7.5,8.0,,,7.75,8.25,,
Office,Class A,East Midwest,Chicago,2023,1,8.0,8.75,,,8.25,9.0,,
Office,Class A,South West Office Suburban,Dallas,2023,1,6.25,7.25,,,6.5,7.0,,
Office,Class A,South West Office Suburban,Denver,2023,1,7.0,7.5,,,7.0,7.5,,
Office,Class A,East Midwest,Detroit,2023,1,8.5,9.5,,,7.75,9.25,,
Office,Class A,South West Office Suburban,Houston,2023,1,6.5,7.5,,,7.25,8.25,,
Office,Class A,South West Office Suburban,Inland Empire,2023,1,7.0,7.5,,,7.25,7.75,,
Office,Class A,South West Office Suburban,Las Vegas,2023,1,7.0,7.5,,,6.75,7.5,,
Office,Class A,South West Office Suburban,Los Angeles,2023,1,6.0,6.5,,,7.0,7.5,,
Office,Class A,South West Office Suburban,Miami,2023,1,6.5,7.0,,,7.0,7.5,,
Office,Class A,Northern New Jersey 7.5% - 8.25% 7.75% - 8.5% 7.75% - 8.25% 8% - 8.5%,Minneapolis,2023,1,7.75,8.5,,,7.5,8.0,,
Office,Class A,South West Office Suburban,Nashville,2023,1,6.75,8.0,,,7.25,8.25,,
Office,Class A,East Midwest,New York City,2023,1,5.5,6.0,,,5.5,6.25,,
Office,Class A,Northern New Jersey 7.5% - 8.25% 7.75% - 8.5% 7.75% - 8.25% 8% - 8.5%,Northern New Jersey,2023,1,7.5,8.25,,,7.75,8.5,,
Office,Class A,South West Office Suburban,Oakland,2023,1,6.5,7.0,,,8.0,10.0,,
Office,Class A,Northern New Jersey 7.5% - 8.25% 7.75% - 8.5% 7.75% - 8.25% 8% - 8.5%,Omaha,2023,1,5.0,7.0,,,6.0,7.0,,
Office,Class A,South West Office Suburban,Orange County,2023,1,6.5,7.5,,,7.0,8.0,,
Office,Class A,South West Office Suburban,Orlando,2023,1,7.0,7.75,,,7.0,9.25,,
Office,Class A,Northern New Jersey 7.5% - 8.25% 7.75% - 8.5% 7.75% - 8.25% 8% - 8.5%,Philadelphia,2023,1,7.5,8.5,,,8.5,9.5,,
Office,Class A,South West Office Suburban,Portland,2023,1,6.25,7.75,,,7.5,8.5,,
Office,Class A,South West Office Suburban,Raleigh-Durham,2023,1,7.25,7.75,,,7.5,8.0,,
Office,Class A,South West Office Suburban,Richmond,2023,1,7.0,8.25,,,7.5,8.5,,
Office,Class A,South West Office Suburban,Sacramento,2023,1,7.0,7.5,,,7.0,8.0,,
Office,Class A,South West Office Suburban,Salt Lake City,2023,1,6.25,7.0,,,7.0,7.5,,
Office,Class A,South West Office Suburban,San Antonio,2023,1,6.75,8.0,,,7.5,7.75,,
Office,Class A,South West Office Suburban,San Diego,2023,1,6.75,7.25,,,6.75,7.25,,
Office,Class A,South West Office Suburban,San Francisco,2023,1,7.25,8.0,,,8.0,9.0,,
Office,Class A,South West Office Suburban,San Jose,2023,1,6.0,7.0,,,6.5,7.5,,
Office,Class A,South West Office Suburban,Seattle,2023,1,5.75,6.5,,,6.75,7.75,,
Office,Class A,Northern New Jersey 7.5% - 8.25% 7.75% - 8.5% 7.75% - 8.25% 8% - 8.5%,St Louis,2023,1,7.25,8.0,,,8.25,9.0,,
Office,Class A,Northern New Jersey 7.5% - 8.25% 7.75% - 8.5% 7.75% - 8.25% 8% - 8.5%,Stamford,2023,1,8.25,8.75,,,8.0,8.5,,
Office,Class A,South West Office Suburban,Tampa,2023,1,7.25,8.0,,,7.75,8.5,,
Retail,,South West Retail,Albuquerque,2023,1,7.0,7.75,,,7.0,7.75,,
Retail,,South West Retail,Atlanta,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,South West Retail,Austin,2023,1,5.5,6.25,,,5.75,6.5,,
Retail,,East Midwest Retail,Boston,2023,1,6.0,6.5,,,6.25,7.0,,
Retail,,South West Retail,Charlotte,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,East Midwest Retail,Chicago,2023,1,6.0,6.75,,,6.5,7.25,,
Retail,,East Midwest Retail,Cincinnati,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Cleveland,2023,1,6.75,7.75,,,7.0,8.0,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Columbus,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,South West Retail,Dallas,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,South West Retail,Denver,2023,1,5.5,6.25,,,5.75,6.5,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Detroit,2023,1,6.75,7.75,,,7.0,8.0,,
Retail,,South West Retail,Fort Lauderdale,2023,1,5.5,6.25,,,5.75,6.5,,
Retail,,South West Retail,Houston,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Indianapolis,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,South West Retail,Inland Empire,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,South West Retail,Jacksonville,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Kansas City,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,South West Retail,Las Vegas,2023,1,6.75,7.0,,,5.5,7.0,,
Retail,,South West Retail,Los Angeles,2023,1,5.0,6.5,,,5.0,6.5,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Louisville,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,South West Retail,Miami,2023,1,5.5,6.25,,,5.75,6.5,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Milwaukee,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Minneapolis,2023,1,6.0,6.75,,,6.5,7.25,,
Retail,,South West Retail,Nashville,2023,1,5.5,6.25,,,5.75,6.5,,
Retail,,East Midwest Retail,New York City,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Northern New Jersey,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Omaha,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,South West Retail,Orange County,2023,1,5.25,6.75,,,5.25,6.75,,
Retail,,South West Retail,Orlando,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Philadelphia,2023,1,6.5,7.25,,,6.5,7.25,,
Retail,,South West Retail,Phoenix,2023,1,5.5,6.25,,,5.75,6.5,,
Retail,,South West Retail,Salt Lake City,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,South West Retail,San Antonio,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,South West Retail,San Jose,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,South West Retail,Seattle,2023,1,5.5,7.0,,,5.5,7.0,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,St Louis,2023,1,6.5,7.5,,,6.75,8.0,,
Retail,,Northern New Jersey 5.75% - 6.5% 5.75% - 6.75%,Stamford,2023,1,5.75,6.75,,,5.75,6.75,,
Retail,,South West Retail,Tampa,2023,1,5.75,6.5,,,5.75,6.75,,
Retail,,West Palm Beach 5.75% - 6.5% 5.75% - 6.75%,West Palm Beach,2023,1,5.75,6.5,,,5.75,6.75,,
Hotel,Hotel - City Center,,Atlanta,2023,2,5.5,7.25,,,7.5,9.5,,
Hotel,Hotel - City Center,,Austin,2023,2,6.0,7.5,,,6.5,7.5,,
Hotel,Hotel - City Center,,Charlotte,2023,2,5.0,7.0,,,6.0,8.0,,
Hotel,Hotel - City Center,,Chicago,2023,2,7.0,9.0,,,8.0,9.0,,
Hotel,Hotel - City Center,,Columbus,2023,2,7.5,8.5,,,7.5,8.5,,
Hotel,Hotel - City Center,,Dallas,2023,2,6.25,7.75,,,6.75,7.75,,
Hotel,Hotel - City Center,,Denver,2023,2,7.0,7.5,,,7.5,8.5,,
Hotel,Hotel - City Center,,Detroit,2023,2,7.5,9.0,,,8.0,9.5,,
Hotel,Hotel - City Center,,Houston,2023,2,7.0,8.5,,,7.25,8.25,,
Hotel,Hotel - City Center,,Las Vegas,2023,2,7.0,8.0,,,8.0,8.5,,
Hotel,Hotel - City Center,,Los Angeles,2023,2,4.25,6.0,,,6.25,7.75,,
Hotel,Hotel - City Center,,New Orleans,2023,2,7.0,8.5,,,7.25,8.5,,
Hotel,Hotel - City Center,,Phoenix,2023,2,6.5,9.0,,,6.0,7.5,,
Hotel,Hotel - City Center,,Sacramento,2023,2,5.5,7.0,,,6.5,8.0,,
Hotel,Hotel - City Center,,San Antonio,2023,2,6.75,8.25,,,7.25,8.25,,
Industrial,,East Midwest,Allentown,2023,2,4.75,5.25,,,5.5,6.0,,
Industrial,,South West Class A Stabilized Class B Stabilized,Atlanta,2023,2,5.0,5.5,,,5.25,5.75,,
Industrial,,South West Class A Stabilized Class B Stabilized,Austin,2023,2,4.75,5.25,,,5.25,5.75,,
Industrial,,South West Class A Stabilized Class B Stabilized,Boise,2023,2,5.0,5.75,,,5.75,6.25,,
Industrial,,East Midwest,Boston,2023,2,4.75,5.25,,,5.5,6.0,,
Industrial,,Central New Jersey 4.75% - 5% 5.25% - 5.5% 5% - 6% 6% - 6.5%,Central New Jersey,2023,2,4.75,5.0,,,5.25,5.5,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Central Valley,2023,2,5.0,5.5,,,5.5,6.0,,
Industrial,,South West Class A Stabilized Class B Stabilized,Charleston,2023,2,5.25,5.75,,,5.75,6.25,,
Industrial,,South West Class A Stabilized Class B Stabilized,Charlotte,2023,2,5.25,5.75,,,5.25,5.75,,
Industrial,,East Midwest,Chicago,2023,2,5.5,5.75,,,5.5,6.0,,
Industrial,,East Midwest,Cincinnati,2023,2,5.5,5.75,,,5.75,6.0,,
Industrial,,East Midwest,Cleveland,2023,2,6.0,6.5,,,6.5,7.0,,
Industrial,,Central New Jersey 4.75% - 5% 5.25% - 5.5% 5% - 6% 6% - 6.5%,Columbus,2023,2,5.5,5.75,,,5.75,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Dallas,2023,2,4.75,5.25,,,5.25,5.75,,
Industrial,,South West Class A Stabilized Class B Stabilized,Denver,2023,2,4.75,5.25,,,5.25,5.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Detroit,2023,2,6.0,6.5,,,6.25,6.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,El Paso,2023,2,5.25,5.75,,,5.5,6.0,,
Industrial,,South West Class A Stabilized Class B Stabilized,Honolulu,2023,2,5.0,5.5,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Houston,2023,2,5.0,5.25,,,5.5,6.0,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Indianapolis,2023,2,5.5,6.0,,,5.75,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Inland Empire,2023,2,4.75,5.75,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Jacksonville,2023,2,5.5,6.0,,,6.25,6.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Kansas City,2023,2,5.75,6.0,,,6.0,6.5,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Las Vegas,2023,2,4.75,5.25,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Los Angeles,2023,2,4.75,5.25,,,5.25,5.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Louisville,2023,2,5.5,6.0,,,5.25,5.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Memphis,2023,2,5.75,6.25,,,5.75,6.25,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Miami,2023,2,4.5,5.0,,,5.0,5.5,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Milwaukee,2023,2,5.75,6.0,,,6.25,6.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Minneapolis,2023,2,5.5,5.75,,,6.0,6.5,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Nashville,2023,2,5.25,5.75,,,5.25,5.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Norfolk,2023,2,5.25,5.75,,,6.0,6.5,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Northern New Jersey,2023,2,4.5,5.0,,,5.25,5.5,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Oakland,2023,2,4.75,5.25,,,5.25,5.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Oklahoma City,2023,2,5.75,6.75,,,6.25,6.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Omaha,2023,2,6.0,7.0,,,6.0,7.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Orange County,2023,2,4.75,5.25,,,5.25,5.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Orlando,2023,2,5.25,5.5,,,5.25,5.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Philadelphia,2023,2,4.75,5.25,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Phoenix,2023,2,5.0,5.5,,,5.75,6.25,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Pittsburgh,2023,2,5.75,6.25,,,6.25,6.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Portland,2023,2,5.0,5.5,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Reno,2023,2,5.0,5.5,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Richmond,2023,2,5.25,5.75,,,6.0,6.5,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Sacramento,2023,2,5.0,5.5,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Salt Lake City,2023,2,5.0,5.5,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,San Antonio,2023,2,5.25,5.75,,,5.75,6.25,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,San Diego,2023,2,4.75,5.25,,,5.25,5.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Savannah,2023,2,5.25,5.75,,,5.5,6.0,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Seattle,2023,2,4.5,5.0,,,5.25,5.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,St Louis,2023,2,5.75,6.0,,,6.25,6.75,,
Industrial,,Northern New Jersey 4.5% - 5% 5.25% - 5.5% 5% - 5.75% 6% - 6.5%,Stamford,2023,2,5.5,6.0,,,5.75,6.25,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Tampa,2023,2,5.25,5.75,,,5.25,5.75,,
Industrial,,Central Valley 5% - 5.5% 5.5% - 6% 5.5% - 6% 5.75% - 6.25%,Tulsa,2023,2,6.0,6.5,,,6.25,6.75,,
Multifamily,Multifamily Suburban,West,Albuquerque,2023,2,5.25,5.75,,,5.5,6.0,,
Multifamily,Class A,South,Atlanta,2023,2,5.0,5.5,,,5.25,5.75,,
Multifamily,Class A,South,Austin,2023,2,3.75,4.5,,,4.75,5.25,,
Multifamily,Class A,East Midwest,Baltimore,2023,2,5.5,6.0,,,5.5,6.25,,
Multifamily,Multifamily Suburban,South,Boise,2023,2,5.25,5.5,,,5.5,6.25,,
Multifamily,Class A,East Midwest,Boston,2023,2,4.5,5.25,,,5.0,5.5,,
Multifamily,Class A,South,Charlotte,2023,2,4.25,5.0,,,5.0,5.5,,
Multifamily,Class A,East Midwest,Chicago,2023,2,5.0,5.5,,,5.5,6.0,,
Multifamily,Class A,East Midwest,Cincinnati,2023,2,5.0,5.5,,,6.0,6.25,,
Multifamily,Class A,South,Dallas,2023,2,4.5,5.0,,,5.25,5.75,,
Multifamily,Class A,South,Denver,2023,2,4.5,5.0,,,4.75,5.25,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Detroit,2023,2,5.0,5.75,,,5.5,6.0,,
Multifamily,Class A,South,Houston,2023,2,4.5,5.0,,,5.75,6.0,,
Multifamily,Class A,South,Inland Empire,2023,2,4.5,5.0,,,4.75,5.5,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Kansas City,2023,2,5.25,5.5,,,5.25,5.75,,
Multifamily,Class A,South,Las Vegas,2023,2,4.75,5.0,,,5.5,5.75,,
Multifamily,Class A,South,Los Angeles,2023,2,4.25,4.5,,,5.25,5.75,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Milwaukee,2023,2,5.25,6.0,,,5.75,6.25,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Minneapolis,2023,2,5.0,5.5,,,5.5,6.0,,
Multifamily,Class A,South,Nashville,2023,2,4.5,5.5,,,4.75,5.5,,
Multifamily,Class A,East Midwest,New York City,2023,2,4.5,4.75,,,5.0,5.5,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Northern New Jersey,2023,2,4.5,5.25,,,5.5,6.0,,
Multifamily,Class A,South,Oakland,2023,2,5.5,6.5,,,5.5,6.5,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Omaha,2023,2,5.25,5.5,,,5.75,6.75,,
Multifamily,Class A,South,Orange County,2023,2,4.25,4.75,,,4.0,4.25,,
Multifamily,Class A,South,Orlando,2023,2,4.75,5.25,,,5.0,6.25,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Philadelphia,2023,2,5.0,5.5,,,5.0,5.5,,
Multifamily,Class A,South,Phoenix,2023,2,4.75,5.25,,,5.0,5.75,,
Multifamily,Class A,South,Portland,2023,2,4.75,5.25,,,5.5,6.0,,
Multifamily,Class A,South,Raleigh-Durham,2023,2,4.25,5.0,,,4.75,5.5,,
Multifamily,Class A,South,Richmond,2023,2,5.25,5.75,,,5.5,6.0,,
Multifamily,Class A,South,Salt Lake City,2023,2,5.0,5.75,,,5.5,6.0,,
Multifamily,Class A,South,San Diego,2023,2,4.5,4.75,,,4.5,5.0,,
Multifamily,Class A,South,San Francisco,2023,2,4.5,5.5,,,4.75,5.5,,
Multifamily,Class A,South,San Jose,2023,2,4.75,5.25,,,5.0,5.5,,
Multifamily,Class A,South,Seattle,2023,2,4.75,5.25,,,5.0,5.5,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,St Louis,2023,2,4.75,5.5,,,5.25,6.0,,
Multifamily,Class A,Northern New Jersey 4.5% - 5.25% 5.5% - 6% 5% - 5.5% 5.5% - 6.5%,Stamford,2023,2,5.5,6.0,,,5.25,5.75,,
Multifamily,Class A,South,Tampa,2023,2,4.75,5.5,,,5.25,5.75,,
Multifamily,Class A,South,Tucson,2023,2,5.25,5.5,,,6.0,6.5,,
Multifamily,Class A,South,Tulsa,2023,2,5.25,6.0,,,6.25,6.75,,
Office,Class A,South,Albuquerque,2023,2,7.75,8.0,,,8.25,8.75,,
Office,Class A,South,Atlanta,2023,2,7.0,8.0,,,7.75,9.0,,
Office,Class A,South,Austin,2023,2,6.5,8.0,,,7.0,8.5,,
Office,Class A,East Midwest,Baltimore,2023,2,8.25,8.75,,,8.75,9.25,,
Office,Class A,East Midwest,Boston,2023,2,9.0,10.0,,,7.25,7.5,,
Office,Class A,South,Charlotte,2023,2,7.75,8.25,,,8.5,9.5,,
Office,Class A,East Midwest,Chicago,2023,2,8.25,9.0,,,8.75,9.75,,
Office,Class A,South,Dallas,2023,2,6.5,7.0,,,6.5,7.75,,
Office,Class A,South,Denver,2023,2,7.0,7.5,,,7.25,7.75,,
Office,Class A,East Midwest,Detroit,2023,2,7.75,9.25,,,8.0,9.0,,
Office,Class A,South,Honolulu,2023,2,7.0,7.5,,,7.25,7.75,,
Office,Class A,South,Houston,2023,2,7.25,8.25,,,8.0,8.75,,
Office,Class A,South,Inland Empire,2023,2,7.25,7.75,,,7.75,8.75,,
Office,Class A,South,Las Vegas,2023,2,6.75,7.5,,,7.5,8.5,,
Office,Class A,South,Los Angeles,2023,2,7.0,7.5,,,7.0,7.5,,
Office,Class A,South,Miami,2023,2,7.0,7.5,,,7.75,8.5,,
Office,Class A,East Midwest,Minneapolis,2023,2,7.5,8.0,,,9.0,10.0,,
Office,Class A,South,Nashville,2023,2,7.25,8.25,,,8.5,9.5,,
Office,Class A,East Midwest,New York City,2023,2,5.5,6.25,,,6.0,6.5,,
Office,Class A,Northern New Jersey 7.75% - 8.5% 8.25% - 9% 8% - 8.5% 8.5% - 9%,Northern New Jersey,2023,2,7.75,8.5,,,8.25,9.0,,
Office,Class A,South,Oakland,2023,2,8.0,10.0,,,9.0,11.0,,
Office,Class A,East Midwest,Omaha,2023,2,7.0,8.0,,,7.0,8.0,,
Office,Class A,South,Orange County,2023,2,7.0,8.0,,,7.5,8.5,,
Office,Class A,South,Orlando,2023,2,7.0,9.25,,,7.0,9.0,,
Office,Class A,Northern New Jersey 7.75% - 8.5% 8.25% - 9% 8% - 8.5% 8.5% - 9%,Philadelphia,2023,2,8.5,9.5,,,8.75,9.75,,
Office,Class A,South,Phoenix,2023,2,7.0,7.5,,,7.5,8.25,,
Office,Class A,Northern New Jersey 7.75% - 8.5% 8.25% - 9% 8% - 8.5% 8.5% - 9%,Pittsburgh,2023,2,9.5,10.5,,,11.0,14.0,,
Office,Class A,South,Portland,2023,2,7.5,8.5,,,7.75,8.5,,
Office,Class A,South,Raleigh-Durham,2023,2,7.5,8.0,,,9.0,10.0,,
Office,Class A,South,Richmond,2023,2,7.5,8.5,,,7.75,9.25,,
Office,Class A,South,Sacramento,2023,2,7.0,8.0,,,7.0,7.75,,
Office,Class A,South,Salt Lake City,2023,2,7.0,7.5,,,7.5,8.25,,
Office,Class A,South,San Antonio,2023,2,7.5,7.75,,,8.25,9.0,,
Office,Class A,South,San Diego,2023,2,6.75,7.25,,,7.5,9.0,,
Office,Class A,South,San Francisco,2023,2,8.0,9.0,,,7.75,8.75,,
Office,Class A,South,Seattle,2023,2,6.75,7.75,,,8.0,9.5,,
Office,Class A,Northern New Jersey 7.75% - 8.5% 8.25% - 9% 8% - 8.5% 8.5% - 9%,St Louis,2023,2,8.25,9.0,,,8.0,8.75,,
Office,Class A,Northern New Jersey 7.75% - 8.5% 8.25% - 9% 8% - 8.5% 8.5% - 9%,Stamford,2023,2,8.0,8.5,,,8.5,9.0,,
Office,Class A,South,Tampa,2023,2,7.75,8.5,,,7.75,8.5,,
Office,Class A,South,Tulsa,2023,2,8.0,8.5,,,9.0,10.0,,
Retail,,South West,Albuquerque,2023,2,7.0,7.75,,,7.0,7.5,,
Retail,,South West,Atlanta,2023,2,5.5,6.5,,,5.25,6.25,,
Retail,,South West,Austin,2023,2,5.5,6.25,,,5.5,6.25,,
Retail,,East Midwest,Boston,2023,2,6.0,6.5,,,6.25,6.75,,
